transcript_id,SRR13618140,SRR13618141,SRR13618142,SRR13618143,SRR13618144,SRR13618145,SRR13618146,SRR13618147,SRR13618148,SRR13618149,SRR13618150,SRR13618151
MSTRG.33082.1,7185,7611,0,3426,7757,419,8843,9711,8431,12974,5836,0
MSTRG.33082.3,1103,869,0,218,558,17,411,376,313,464,192,0
MSTRG.33083.2,427,414,58,246,249,273,125,134,174,0,13,14
MSTRG.33085.2,0,11,0,0,11,0,0,0,0,0,0,0
MSTRG.33084.1,540,400,583,545,480,309,986,776,891,931,589,769
MSTRG.33085.1,8,66,104,32,42,24,138,65,65,60,35,74
MSTRG.33086.1,199,212,601,566,185,166,937,718,755,999,722,920
MSTRG.33087.1,2297,1928,2148,2631,1936,1288,1384,2490,1926,1739,1952,1860
MSTRG.33088.1,13,25,13,23,36,36,27,6,23,23,2,13
MSTRG.33089.1,254,197,442,357,215,105,732,656,778,783,588,608
MSTRG.33089.2,139,88,170,69,56,37,196,201,160,110,109,118
MSTRG.33090.1,9,17,9,0,33,10,10,2,12,3,7,16
MSTRG.33091.1,1,2,4,0,0,0,24,11,26,20,6,26
MSTRG.33092.1,13,0,24,1,8,0,27,27,21,19,17,26
MSTRG.33093.2,35,0,0,87,0,0,228,180,146,185,114,200
MSTRG.33093.3,17,0,0,60,0,0,96,79,99,116,76,136
MSTRG.33093.1,11,26,259,88,62,15,157,59,147,127,113,115
MSTRG.33094.1,1353,1442,387,527,1191,1398,663,1077,1090,689,899,851
MSTRG.33095.1,133,62,32,50,57,65,105,132,103,69,95,46
MSTRG.33096.1,170,111,181,212,177,42,332,335,317,357,202,244
MSTRG.33097.2,0,12,222,92,18,0,1170,324,426,508,200,439
MSTRG.33097.1,116,136,456,360,344,201,970,380,554,758,227,553
MSTRG.33098.1,184,161,709,718,167,67,671,749,668,738,674,804
MSTRG.33099.1,13,23,3,0,54,18,3,3,0,0,0,2
MSTRG.33101.2,0,0,0,0,196,0,7,319,306,245,10,0
MSTRG.33101.1,253,318,486,409,188,320,689,240,333,304,353,435
MSTRG.33102.1,15,12,32,10,15,7,72,26,33,30,16,23
MSTRG.33103.1,6,16,25,10,52,26,16,39,10,21,45,44
MSTRG.33105.1,29,13,13,0,26,22,41,20,19,50,18,22
MSTRG.33106.1,479,437,489,571,479,286,359,590,527,480,493,439
MSTRG.33107.1,9394,8928,11428,13658,10036,8164,7622,11013,9224,7948,8926,8845
MSTRG.33108.1,28,6,118,47,28,18,97,23,106,161,153,82
MSTRG.33109.1,4,13,3,11,30,43,4,12,21,14,11,15
MSTRG.33110.1,53,57,80,84,35,55,72,28,56,84,114,126
MSTRG.33110.2,24,17,14,14,30,4,49,40,71,66,27,58
MSTRG.33111.1,100,259,55,0,235,287,24,36,44,0,59,0
MSTRG.33112.1,232,187,157,225,223,242,168,220,229,203,198,260
MSTRG.33113.1,50,80,96,153,63,14,95,107,117,109,111,120
MSTRG.33114.1,288,206,231,380,222,235,164,250,231,199,212,232
MSTRG.33115.2,14,6,17,17,9,0,31,9,0,0,0,21
MSTRG.33115.1,16,0,35,13,11,4,17,39,36,38,19,32
MSTRG.33116.1,23,9,46,35,9,13,59,28,35,57,33,29
MSTRG.33117.1,890,1079,658,705,1218,1062,583,787,690,648,616,762
MSTRG.33118.1,12,30,8,12,36,13,11,37,52,22,49,12
MSTRG.33119.1,34,33,27,12,35,39,13,22,28,17,16,15
MSTRG.33120.1,27,67,11,23,38,93,4,18,8,10,14,17
MSTRG.33122.1,45,18,327,237,50,22,706,352,431,702,258,522
MSTRG.33123.1,395,113,204,298,211,47,730,377,448,324,130,570
MSTRG.33124.1,85,94,24,40,58,50,79,75,93,61,37,122
MSTRG.33125.1,3962,3966,4088,4428,4382,3870,4396,5244,5181,4207,3907,4615
MSTRG.33126.1,24,9,0,1,3,23,2,0,1,0,0,0
MSTRG.33127.1,16888,11412,44639,46744,15616,7568,26437,37023,34748,31139,34878,34358
MSTRG.33128.1,302,171,1155,593,165,186,1660,1376,1789,1724,1229,1688
MSTRG.33129.1,207,323,140,274,279,233,183,238,240,116,179,207
MSTRG.33130.1,13,16,49,34,17,18,97,75,113,91,59,89
MSTRG.33131.1,195,69,161,205,128,96,189,283,187,195,190,203
MSTRG.33132.1,108,66,552,278,80,46,645,573,587,727,409,733
MSTRG.33132.2,23,0,370,204,0,18,736,497,765,680,315,260
MSTRG.33133.1,9,4,14,2,2,1,23,22,40,25,15,20
MSTRG.33133.2,16,7,57,38,2,26,136,94,101,147,64,64
MSTRG.33134.1,8,29,9,11,28,9,104,50,35,41,29,41
MSTRG.33136.1,0,0,0,0,0,0,1,0,0,0,0,0
MSTRG.33135.1,12,9,25,0,1,1,18,15,1,2,1,2
MSTRG.33135.2,47,101,259,153,84,40,291,143,104,162,89,152
MSTRG.33135.3,41,22,88,58,103,0,98,24,34,46,62,38
MSTRG.33137.1,143,116,263,196,186,94,309,112,110,222,101,133
MSTRG.33138.1,266,167,345,231,269,84,652,262,263,360,250,255
MSTRG.33139.1,45,71,28,32,45,32,78,52,41,79,26,55
MSTRG.33140.1,98,97,208,146,162,87,316,231,108,224,90,125
MSTRG.33141.2,0,119,128,0,0,18,0,0,56,0,0,4
MSTRG.33141.1,276,183,228,351,295,244,300,288,218,186,373,449
MSTRG.33143.2,0,0,0,0,0,0,0,10,0,0,149,0
MSTRG.33143.1,824,1167,248,246,905,1860,261,281,419,300,120,236
MSTRG.33143.3,1419,1328,188,387,1863,1811,420,419,295,238,211,218
MSTRG.33143.4,469,1347,305,150,491,1334,212,415,365,396,184,338
MSTRG.33143.5,284,434,74,90,664,650,140,127,256,88,130,87
MSTRG.33144.1,53,43,12,27,52,52,36,45,72,40,22,38
MSTRG.33144.2,89,139,91,100,164,83,97,81,77,69,47,59
MSTRG.33145.1,473,496,74,93,471,856,166,185,305,154,114,168
MSTRG.33142.1,15,23,118,66,21,5,141,98,110,135,64,148
MSTRG.33146.1,0,9,12,0,17,0,15,15,15,36,9,12
MSTRG.33147.1,16,8,28,30,14,28,50,41,30,38,34,35
MSTRG.33148.1,59,71,12,9,21,40,27,21,35,18,20,8
MSTRG.33149.1,40,61,2,5,34,34,9,21,14,29,8,5
MSTRG.33150.1,5,2,11,5,6,0,58,18,12,40,21,32
MSTRG.33151.1,15,8,3,3,2,26,8,7,12,7,2,4
MSTRG.33152.1,57,25,23,16,66,51,24,42,17,35,35,38
MSTRG.33153.1,9,12,7,6,8,12,17,0,0,0,32,27
MSTRG.33154.1,16,41,113,106,34,21,185,186,206,170,138,153
MSTRG.33154.2,24,52,137,105,33,21,188,193,213,169,136,151
MSTRG.33155.1,400,360,423,462,399,286,560,770,701,540,497,576
MSTRG.33156.1,223,295,71,79,279,423,94,152,110,144,109,140
MSTRG.33156.2,7,76,15,1,18,11,27,25,4,13,2,17
MSTRG.33156.3,85,56,26,31,66,83,58,0,46,10,41,63
MSTRG.33157.1,686,483,223,243,600,926,345,382,428,305,159,206
MSTRG.33158.1,122,67,105,145,183,65,210,205,212,250,68,167
MSTRG.33159.1,352,328,759,937,371,283,2753,1567,1638,1978,813,1693
MSTRG.33160.1,535,382,3675,2354,459,190,3155,3522,3547,3672,3493,3416
MSTRG.33161.1,1032,1012,3613,3088,801,540,4061,5097,5267,4547,5314,4681
MSTRG.33163.5,0,0,53,16,66,9,48,52,1,0,22,19
MSTRG.33163.6,0,22,25,0,0,272,24,0,0,45,15,43
MSTRG.33163.7,0,0,13,12,2,15,3,15,2,0,1,2
MSTRG.33164.1,14,0,3,0,0,1,0,0,0,0,0,2
MSTRG.33163.1,48,148,12,36,152,94,4,0,82,48,1,35
MSTRG.33163.2,56,9,4,19,28,19,24,9,25,5,3,41
MSTRG.33163.3,31,103,0,0,124,8,0,63,15,4,52,2
MSTRG.33163.4,39,33,1,42,3,10,3,0,13,2,1,8
MSTRG.33162.1,202,226,154,184,341,348,107,149,171,86,154,149
MSTRG.33167.3,0,0,0,0,0,361,131,0,0,0,0,0
MSTRG.33167.2,38,0,32,128,0,42,0,14,0,19,0,39
MSTRG.33167.1,8,0,401,49,161,0,163,18,0,226,0,370
MSTRG.33167.4,2,157,47,262,249,39,0,0,515,5,106,0
MSTRG.33167.5,10,6,57,135,8,62,93,24,20,263,266,318
MSTRG.33167.6,438,355,0,0,0,0,160,469,0,0,161,0
MSTRG.33169.1,0,40,0,15,0,368,73,81,74,15,81,152
MSTRG.33168.3,0,342,200,11,245,0,130,44,130,23,99,106
MSTRG.33168.5,0,0,170,163,0,0,243,73,0,44,0,51
MSTRG.33168.1,18,0,36,0,0,0,16,3,4,5,2,5
MSTRG.33168.2,406,160,101,261,133,183,51,64,221,252,85,33
MSTRG.33168.4,122,0,0,32,286,0,11,229,35,7,217,121
MSTRG.33170.1,71,13,136,92,78,0,360,103,233,214,89,118
MSTRG.33170.2,50,111,130,154,70,63,173,263,240,163,121,219
MSTRG.33170.3,15,24,32,49,15,10,77,59,62,50,34,59
MSTRG.33171.1,128,182,53,87,114,239,86,122,155,108,69,77
MSTRG.33173.1,0,0,1,1,0,1,2,1,1,1,1,4
MSTRG.33172.1,339,452,146,179,519,603,274,204,257,196,168,252
MSTRG.33174.1,160,240,51,91,212,278,65,62,81,52,107,114
MSTRG.33175.1,73,28,104,67,54,26,254,148,211,203,65,116
MSTRG.33176.1,490,934,123,150,884,1142,114,115,212,100,132,172
MSTRG.33177.1,320,558,126,139,681,694,152,139,163,101,184,170
MSTRG.33178.1,490,742,385,431,917,722,608,418,445,406,300,561
MSTRG.33179.1,49,76,39,54,83,133,84,29,41,30,33,72
MSTRG.33180.1,1722,1458,195,261,1645,1297,798,1291,1053,747,246,252
MSTRG.33181.1,18,21,8,8,4,30,11,20,19,10,12,15
MSTRG.33182.1,61,59,176,268,94,53,209,231,169,265,310,254
MSTRG.33183.1,0,1,49,0,0,6,97,52,34,83,17,68
MSTRG.33183.2,2,1,6,42,6,7,50,50,57,18,24,26
MSTRG.33184.1,3,6,91,15,9,12,99,102,99,77,93,101
MSTRG.33185.1,3,0,11,9,4,0,33,17,44,22,9,11
MSTRG.33186.1,77,104,41,53,117,113,46,75,58,36,45,60
MSTRG.33187.1,129,187,111,144,136,183,69,117,109,90,112,156
MSTRG.33188.1,4151,5055,1848,3093,6594,6295,1668,2362,2331,1150,1770,2694
MSTRG.33188.2,42,117,1,0,74,46,130,39,80,85,48,43
MSTRG.33189.1,10,18,340,122,38,4,853,471,511,834,317,674
MSTRG.33190.1,1786,1979,1558,1910,2175,2204,1727,1908,2169,1899,1727,1967
MSTRG.33192.2,0,0,3,0,0,0,0,0,0,0,0,0
MSTRG.33191.1,169,190,270,153,241,263,165,221,171,173,149,229
MSTRG.33192.1,22,25,4,115,29,104,42,11,62,5,37,9
MSTRG.33193.1,591,220,336,359,263,232,1194,749,989,870,225,436
MSTRG.33194.1,382,415,657,626,486,373,520,674,664,535,542,610
MSTRG.33195.2,0,0,29,0,0,0,0,0,0,0,0,25
MSTRG.33195.3,0,0,14,0,0,0,0,0,0,0,0,0
MSTRG.33195.1,18,23,206,129,46,47,183,181,156,207,182,256
MSTRG.33196.1,11,21,29,9,14,0,64,30,36,77,12,31
MSTRG.33199.1,205,155,534,509,217,143,472,563,582,613,454,472
MSTRG.33197.2,353,0,194,47,0,0,208,119,148,29,16,110
MSTRG.33197.1,252,283,49,169,568,456,214,259,526,344,142,174
MSTRG.33198.1,15261,9557,5821,6244,15029,7846,12658,11478,16711,13454,4482,6603
MSTRG.33200.1,54,44,55,36,35,22,64,63,44,43,21,51
MSTRG.33201.1,324,302,328,247,287,259,393,497,531,301,333,427
MSTRG.33202.1,409,454,296,398,448,413,491,473,518,567,468,683
MSTRG.33203.1,490,362,701,810,426,315,555,842,801,725,797,641
MSTRG.33204.1,622,820,368,361,763,880,412,603,562,526,662,676
MSTRG.33206.1,69,62,73,52,281,255,73,77,31,68,52,36
MSTRG.33206.2,7,18,5,24,0,6,0,31,52,24,36,89
MSTRG.33207.1,19,19,87,53,19,21,105,115,127,119,91,110
MSTRG.33209.1,58,91,259,204,16,43,137,194,168,117,211,181
MSTRG.33209.2,76,51,100,64,131,32,89,110,75,63,148,119
MSTRG.33208.1,55,61,39,69,38,77,53,29,16,15,20,39
MSTRG.33210.1,2926,2730,1209,1042,3422,2885,1061,901,951,198,657,1394
MSTRG.33210.2,192,249,34,23,227,292,22,47,23,13,31,89
MSTRG.33210.3,73,16,2,1,38,64,9,22,2,6,8,24
MSTRG.33211.1,791,1085,163,76,592,1108,209,360,263,89,161,463
MSTRG.33212.1,182,107,315,317,98,98,548,454,476,378,300,371
MSTRG.33213.1,335,229,462,299,347,141,673,815,838,886,708,696
MSTRG.33214.1,60,55,406,345,76,17,501,418,416,484,442,458
MSTRG.33215.1,38,23,5,32,45,47,22,30,32,33,34,48
MSTRG.33216.1,26,26,8,4,35,28,7,8,8,6,2,3
MSTRG.33217.1,133,135,112,176,131,121,88,224,179,135,167,142
MSTRG.33218.1,19,25,81,79,71,14,163,99,108,176,136,188
MSTRG.33219.1,117,54,95,161,76,19,190,185,121,192,149,154
MSTRG.33220.3,0,236,156,145,0,0,56,173,119,173,109,34
MSTRG.33220.2,399,152,240,83,292,261,412,476,168,276,146,145
MSTRG.33220.1,216,126,222,222,235,257,549,216,562,239,254,377
MSTRG.33221.1,37,55,127,88,50,14,78,95,101,86,115,88
MSTRG.33222.1,24,14,279,136,22,1,412,202,269,340,240,342
MSTRG.33223.1,1,9,27,12,3,5,49,5,29,44,15,23
MSTRG.33224.1,45,66,7,4,34,110,0,4,0,0,10,5
MSTRG.33225.1,8,65,6,3,49,75,3,3,2,0,0,0
MSTRG.33226.1,24,22,42,38,21,14,38,63,39,66,31,66
MSTRG.33227.1,14,11,50,27,35,10,84,47,62,76,46,48
MSTRG.33228.1,37,17,5,5,7,11,20,28,9,15,14,16
MSTRG.33229.1,271,309,196,215,279,361,149,198,189,180,252,299
MSTRG.33230.1,24,15,15,23,20,33,24,14,16,10,16,25
MSTRG.33232.1,69,107,62,68,34,121,83,127,109,52,95,75
MSTRG.33234.1,222,141,369,292,221,165,938,533,562,659,377,647
MSTRG.33234.2,2,1,8,5,0,0,49,12,8,138,3,20
MSTRG.33233.1,0,14,4,7,3,14,34,12,21,12,7,13
MSTRG.33235.1,37,13,9,13,7,40,36,13,26,35,28,26
MSTRG.33236.1,81,64,119,103,77,52,296,122,183,194,155,170
MSTRG.33237.1,60,33,117,138,44,38,140,100,100,115,114,160
MSTRG.33238.1,4,3,13,14,0,0,34,10,8,35,11,15
MSTRG.33239.1,227,183,202,257,220,106,417,333,431,436,352,464
MSTRG.33240.1,816,600,612,697,892,622,425,609,612,478,567,581
MSTRG.33241.1,19,6,7,17,45,0,20,4,7,18,8,21
MSTRG.33242.1,106,108,514,269,95,105,917,499,604,815,343,643
MSTRG.33243.1,162,155,131,123,146,145,138,187,178,157,168,156
MSTRG.33244.1,10,3,60,0,4,0,64,62,71,50,52,69
MSTRG.33245.1,24,15,30,53,7,34,267,156,163,237,45,98
MSTRG.33246.1,15,12,17,35,6,3,130,76,68,89,21,37
MSTRG.33247.1,49788,50494,4062,5581,53087,58418,10776,12787,13149,9703,5747,5207
MSTRG.33248.1,8,13,16,42,5,7,26,49,29,18,22,31
MSTRG.33249.1,34,84,91,53,52,54,95,164,171,96,167,62
MSTRG.33250.1,119,147,133,131,164,121,215,220,246,169,151,190
MSTRG.33252.2,0,0,1165,787,0,0,327,129,119,8,5,21
MSTRG.33252.1,1164,614,2100,1634,631,296,4404,4896,5062,5449,3991,4568
MSTRG.33253.2,0,0,0,0,0,0,0,0,200,0,259,0
MSTRG.33253.1,350,467,436,491,435,294,591,536,361,521,171,450
MSTRG.33254.1,16,56,74,37,53,54,79,87,111,46,40,16
MSTRG.33255.1,669,767,647,875,501,447,899,978,1005,822,662,948
MSTRG.33256.1,32,49,12,20,17,72,29,28,20,23,22,24
MSTRG.33257.1,538,800,184,278,816,905,363,361,408,282,278,408
MSTRG.33258.1,28,50,40,29,16,31,29,28,23,28,10,30
MSTRG.33259.1,21,67,9,14,60,62,9,10,20,20,13,11
MSTRG.33260.1,0,4,61,32,0,0,177,92,147,196,82,162
MSTRG.33261.1,29,21,24,23,26,10,88,77,186,58,30,34
MSTRG.33262.1,108,133,78,103,135,169,92,98,91,67,75,70
MSTRG.33263.1,50,35,213,137,28,12,175,228,204,116,200,225
MSTRG.33264.2,0,0,35,22,23,0,57,41,14,35,35,45
MSTRG.33264.4,0,0,0,0,49,0,0,0,0,0,59,0
MSTRG.33264.3,14,28,22,23,0,0,13,36,21,16,9,0
MSTRG.33264.1,22,11,7,40,0,84,22,26,50,27,0,79
MSTRG.33265.2,0,0,0,0,0,0,133,0,0,0,0,0
MSTRG.33265.1,1040,1112,932,775,1439,1144,1175,1034,1176,934,817,1147
MSTRG.33266.1,9369,8756,8174,8216,10276,8230,9506,11577,11661,9581,7778,8994
MSTRG.33267.1,18,5,201,113,14,5,271,210,276,265,226,331
MSTRG.33268.1,9,8,29,12,2,11,54,39,69,78,54,41
MSTRG.33269.1,13,23,83,29,22,21,200,29,41,118,30,106
MSTRG.33270.1,145,96,50,48,137,114,71,36,58,41,18,56
MSTRG.33271.1,200,262,82,101,236,207,125,141,149,101,108,116
MSTRG.33272.2,0,0,0,52,0,0,1,0,0,0,0,0
MSTRG.33272.1,67,63,449,316,53,48,483,505,482,410,312,408
MSTRG.33274.1,5,9,10,41,16,1,38,23,21,32,32,32
MSTRG.33275.1,85,100,432,401,105,56,532,356,497,430,284,414
MSTRG.33276.1,13,13,11,0,13,18,32,14,17,17,8,12
MSTRG.33277.1,53,74,59,37,82,40,130,80,43,78,28,36
MSTRG.33278.1,281,114,30,84,74,23,166,139,86,136,30,43
MSTRG.33279.1,906,1079,221,289,950,1147,466,531,599,427,482,464
MSTRG.33280.1,48,36,45,44,36,36,23,30,73,26,26,13
MSTRG.33281.1,314,343,205,292,221,324,273,416,447,361,310,245
MSTRG.33282.1,678,382,2522,2039,674,369,3093,2775,3026,2870,1647,1928
MSTRG.33283.1,174,171,83,77,208,209,114,87,103,45,87,95
MSTRG.33284.1,25,18,8,8,39,29,27,13,21,5,12,14
MSTRG.33285.1,512,751,167,249,753,1098,617,882,943,628,376,390
MSTRG.33286.1,2694,2910,1232,1610,2920,3048,2203,2816,2544,2081,1511,1539
MSTRG.33287.1,350,339,230,276,467,482,286,331,415,218,233,231
MSTRG.33288.1,67,52,389,224,35,37,453,428,501,625,281,348
MSTRG.33289.1,1169,1094,1298,1569,1222,822,867,1227,1136,869,1041,1022
MSTRG.33290.1,29,12,194,120,21,15,165,164,209,216,171,137
MSTRG.33291.2,802,551,726,687,841,273,780,1016,906,629,939,1045
MSTRG.33291.1,561,1100,1258,1863,268,30,1535,1466,2092,1833,1919,1873
MSTRG.33291.3,336,554,529,988,366,833,788,1109,716,600,733,985
MSTRG.33291.4,310,13,326,275,225,25,193,383,268,199,280,355
MSTRG.33291.5,145,225,295,0,130,416,0,377,255,0,144,306
MSTRG.33292.1,1016,915,3130,3336,1063,526,1602,1643,1476,1265,1548,1633
MSTRG.33294.2,0,0,0,0,0,0,177,0,0,0,172,385
MSTRG.33293.1,345,0,1266,95,117,33,180,112,57,194,164,157
MSTRG.33294.1,172,438,469,1666,362,130,1562,1411,1561,1466,1309,1272
MSTRG.33295.1,61,47,77,49,47,47,401,235,258,378,299,326
MSTRG.33296.1,779,790,617,628,807,649,1087,1168,1184,932,905,1101
MSTRG.33297.1,1,4,28,22,8,2,65,25,27,53,25,36
MSTRG.33298.1,760,567,635,716,656,312,692,822,816,616,778,645
MSTRG.33299.1,9,8,50,41,3,0,54,56,82,46,52,53
MSTRG.33300.1,56,64,85,142,65,48,65,91,73,70,104,102
MSTRG.33301.1,125,146,253,219,87,102,311,407,381,330,377,370
MSTRG.33302.1,31,19,34,49,4,3,39,47,37,37,65,78
MSTRG.33303.1,33,36,2,0,46,142,17,19,52,23,15,14
MSTRG.33306.2,0,0,0,67,0,0,38,0,0,0,0,0
MSTRG.33305.1,104,62,149,214,82,40,437,248,276,315,118,214
MSTRG.33306.1,83,62,49,26,67,59,112,68,135,122,55,82
MSTRG.33304.1,675,657,199,297,651,1108,376,578,497,365,258,282
MSTRG.33307.1,7,2,18,16,0,2,46,23,22,21,29,43
MSTRG.33308.2,0,8,0,0,38,2,6,0,31,9,0,0
MSTRG.33308.3,0,0,0,1,0,19,14,0,0,22,0,0
MSTRG.33308.1,56,78,57,30,0,27,169,40,51,51,29,106
MSTRG.33308.4,4,3,9,0,0,7,8,0,2,6,0,1
MSTRG.33309.1,24824,19862,30172,31396,19075,13803,32178,49818,47780,40822,47182,45390
MSTRG.33311.1,138,148,137,122,97,132,191,207,219,150,144,221
MSTRG.33310.1,4172,4112,6326,6577,4557,2573,4503,5652,5923,5498,3603,4134
MSTRG.33310.2,2584,1183,1369,1703,2628,2091,5222,5033,5140,4245,3747,4479
MSTRG.33312.1,84,82,232,222,26,41,298,340,321,331,322,313
MSTRG.33313.1,518,474,683,491,668,429,513,653,558,631,444,648
MSTRG.33314.1,60,65,209,181,91,43,334,266,273,305,198,282
MSTRG.33315.1,62,41,28,49,49,60,32,42,52,25,22,37
MSTRG.33316.1,33,65,43,27,38,40,22,12,20,14,7,24
MSTRG.33317.1,53,66,84,67,66,15,136,120,79,165,98,137
MSTRG.33318.1,49,23,339,173,26,20,347,320,389,491,217,272
MSTRG.33319.1,1694,1576,2187,1983,1789,1047,2509,2415,2268,2291,1944,2765
MSTRG.33320.1,260,265,416,291,280,138,883,496,520,850,367,694
MSTRG.33321.1,6,11,18,4,43,2,37,46,53,55,21,40
MSTRG.33322.1,329,148,250,164,210,85,399,456,517,494,257,331
MSTRG.33323.1,967,977,297,238,890,867,393,578,526,466,264,293
MSTRG.33324.1,85,39,187,123,119,68,181,193,143,209,98,201
MSTRG.33325.1,380,434,271,291,439,453,270,285,336,206,251,280
MSTRG.33326.1,226,283,536,159,219,100,311,666,408,445,564,578
MSTRG.33327.1,347,417,257,269,469,555,159,199,182,208,239,297
MSTRG.33328.1,283,274,189,189,237,187,136,203,192,173,171,163
MSTRG.33329.1,265,218,344,361,209,172,261,290,273,220,277,234
MSTRG.33330.1,31,3,0,10,10,7,0,3,6,0,5,6
MSTRG.33331.1,2224,952,2139,1659,1269,491,4446,4004,5839,4848,1547,2267
MSTRG.33332.1,283,338,349,343,307,513,336,489,477,309,255,196
MSTRG.33333.1,205,254,81,167,306,221,58,140,100,105,53,124
MSTRG.33334.1,21,45,105,56,76,21,248,150,163,186,85,120
MSTRG.33335.1,0,12,33,32,39,9,100,69,53,68,37,82
MSTRG.33336.1,156,155,107,125,227,156,107,113,117,81,97,133
MSTRG.33337.1,3,20,106,101,41,12,350,192,152,309,162,234
MSTRG.33338.1,19,12,60,27,10,12,197,144,131,139,71,112
MSTRG.33339.1,0,12,53,67,30,7,114,89,118,92,47,55
MSTRG.33341.1,167,186,318,314,225,190,110,192,195,187,193,158
MSTRG.33342.1,1196,1759,902,977,1603,1896,1168,1374,1447,1093,1296,1561
MSTRG.33343.1,51,37,4,8,16,28,43,31,29,22,26,18
MSTRG.33344.1,337,503,183,320,591,517,120,279,157,126,183,180
MSTRG.33346.1,12,8,22,19,26,22,41,24,58,65,43,47
MSTRG.33347.1,92,161,11,10,105,195,23,54,35,14,27,31
MSTRG.33348.1,10,10,27,16,12,5,24,25,18,32,25,27
MSTRG.33349.1,95,48,207,225,60,39,152,214,165,213,238,265
MSTRG.33350.1,161,343,414,1,474,0,0,210,1017,1148,591,779
MSTRG.33350.2,2115,1226,2199,3613,1505,2102,1904,2290,1494,1037,2310,2380
MSTRG.33350.4,81,339,222,0,417,0,0,260,30,95,60,99
MSTRG.33350.3,76,412,202,101,110,332,93,267,74,114,55,107
MSTRG.33351.1,9,15,29,14,33,35,14,31,7,31,10,30
MSTRG.33352.1,325,383,178,239,257,238,178,263,174,165,172,143
MSTRG.33353.1,34,33,73,67,16,23,182,131,141,169,94,146
MSTRG.33354.1,251,185,245,220,214,168,300,292,266,294,267,291
MSTRG.33355.2,0,18,0,0,111,0,0,12,20,12,13,0
MSTRG.33355.1,629,454,300,405,385,388,313,584,377,407,320,245
MSTRG.33356.1,8,14,10,22,0,5,22,28,42,19,38,36
MSTRG.33357.1,25,10,23,22,8,15,31,39,11,25,30,19
MSTRG.33358.1,7,15,1,4,6,7,17,19,9,29,17,11
MSTRG.33360.1,0,14,7,7,0,5,4,4,2,12,15,15
MSTRG.33359.1,456,421,747,659,537,529,700,693,843,601,719,1071
MSTRG.33359.2,45,139,57,113,16,106,157,27,30,45,122,81
MSTRG.33359.3,7,8,35,42,11,1,58,32,43,52,43,44
MSTRG.33362.2,0,93,0,0,374,34,520,56,279,550,71,23
MSTRG.33362.4,0,5,0,448,116,27,0,1423,527,0,0,241
MSTRG.33362.1,217,82,1404,721,33,117,1222,22,166,1652,1126,1260
MSTRG.33362.3,493,446,664,400,52,212,436,702,1347,13,430,342
MSTRG.33363.1,33,64,7,16,38,41,45,23,23,33,17,29
MSTRG.33364.1,15,6,65,42,23,39,189,13,64,50,25,29
MSTRG.33365.1,0,6,39,23,15,3,66,13,1,48,18,29
MSTRG.33366.1,40,10,203,135,23,10,713,334,408,449,224,386
MSTRG.33367.1,28,5,15,32,9,0,9,11,7,8,11,13
MSTRG.33368.1,6,5,24,15,6,12,25,21,20,22,22,20
MSTRG.33369.1,122,169,72,97,147,248,118,126,125,98,87,140
MSTRG.33370.1,583,527,292,241,454,436,318,440,405,348,386,225
MSTRG.33370.2,57,106,30,39,56,76,52,91,42,43,35,37
MSTRG.33371.1,65,123,637,419,111,28,557,534,504,364,395,460
MSTRG.33372.1,54,30,190,141,18,43,275,180,175,270,102,220
MSTRG.33373.1,208,343,83,160,163,252,345,239,219,199,105,270
MSTRG.33374.1,42,25,29,41,63,16,48,65,41,35,44,46
MSTRG.33375.1,12,6,90,131,9,11,57,67,54,78,24,26
MSTRG.33376.1,11,8,39,32,22,0,92,39,52,96,34,64
MSTRG.33377.1,73,72,109,42,67,134,151,105,186,185,85,96
MSTRG.33378.1,1294,1613,587,651,1377,1790,569,667,823,501,673,747
MSTRG.33379.1,416,362,488,523,433,289,695,420,433,505,453,620
MSTRG.33380.3,0,0,0,128,0,0,156,0,0,0,76,0
MSTRG.33380.1,176,98,319,94,139,110,317,184,244,270,131,288
MSTRG.33380.2,28,20,34,19,9,53,67,15,22,55,83,0
MSTRG.33381.1,250,166,473,586,191,136,1314,1195,1593,1258,994,966
MSTRG.33382.1,16,10,44,28,16,8,97,72,98,96,109,80
MSTRG.33383.1,3,31,13,0,48,76,3,2,0,0,0,1
MSTRG.33384.1,8,12,11,20,31,4,27,24,26,22,18,18
MSTRG.33385.1,36,26,6,24,23,56,2,15,9,6,4,38
MSTRG.33386.1,251,189,188,175,189,149,215,325,290,237,208,226
MSTRG.33387.1,64,58,27,52,60,61,24,46,36,31,29,28
MSTRG.33388.1,39,41,199,83,18,26,286,77,157,230,80,186
MSTRG.33390.1,824,432,4127,4091,714,267,4113,5124,5438,4589,5243,6755
MSTRG.33391.1,25,31,0,1,102,28,46,120,45,6,72,32
MSTRG.33391.2,195,216,225,214,114,225,127,175,245,210,172,217
MSTRG.33392.1,26,28,48,32,3,23,87,65,74,68,47,51
MSTRG.33393.1,18,20,61,44,21,7,50,62,47,63,37,65
MSTRG.33394.1,150,112,201,125,151,60,328,239,329,298,240,279
MSTRG.33395.1,45,85,9,17,76,63,31,41,34,40,30,44
MSTRG.33396.1,69,140,53,54,153,54,52,48,70,67,19,33
MSTRG.33397.1,25,4,39,57,16,14,96,104,91,132,78,87
MSTRG.33398.1,262,262,205,246,261,253,325,411,363,387,302,329
