gene_id	pfam_domain_count	top_pfam_name	top_pfam_accession	top_pfam_ievalue	top_pfam_description	pfam_domains	pfam_accessions	pfam_descriptions	pfam_proteins
MSTRG.6350	1	CH	PF00307.37	1.5e-20	Calponin homology (CH) domain	CH	PF00307.37	Calponin homology (CH) domain	MSTRG.6350.1.p2
MSTRG.6354	3	TIR_2	PF13676.12	2.2e-12	TIR domain	TIR_2;SAM_1;SAM_2	PF13676.12;PF00536.38;PF07647.25	TIR domain;SAM domain (Sterile alpha motif)	MSTRG.6354.1.p1
MSTRG.6359	1	Enkurin	PF13864.12	4.1e-31	Calmodulin-binding	Enkurin	PF13864.12	Calmodulin-binding	MSTRG.6359.1.p1
MSTRG.636	8	LUC7	PF03194.21	1.4e-49	LUC7 N_terminus	LUC7	PF03194.21	LUC7 N_terminus	MSTRG.636.1.p1;MSTRG.636.2.p1;MSTRG.636.5.p1;MSTRG.636.4.p1;MSTRG.636.6.p1;MSTRG.636.7.p1;MSTRG.636.3.p2;MSTRG.636.3.p1
MSTRG.6360	3	HMG_box	PF00505.26	4.4e-14	HMG (high mobility group) box	HMG_box;INO80F;HMG_box_2	PF00505.26;PF24245.2;PF09011.17	HMG (high mobility group) box;INO80 complex subunit F;HMG-box domain	MSTRG.6360.1.p1
MSTRG.6361	1	Sld5	PF05916.17	5.5e-12	GINS complex protein helical bundle domain	Sld5	PF05916.17	GINS complex protein helical bundle domain	MSTRG.6361.1.p1
MSTRG.6363	5	Gln-synt_N	PF03951.25	4.8e-12	Glutamine synthetase, beta-Grasp domain	Gln-synt_N	PF03951.25	Glutamine synthetase, beta-Grasp domain	MSTRG.6363.1.p1;MSTRG.6363.2.p1;MSTRG.6363.3.p1;MSTRG.6363.4.p1;MSTRG.6363.5.p1
MSTRG.6364	1	Gln-synt_C	PF00120.30	8.1e-13	Glutamine synthetase, catalytic domain	Gln-synt_C	PF00120.30	Glutamine synthetase, catalytic domain	MSTRG.6364.1.p1
MSTRG.6367	4	Gln-synt_N	PF03951.25	3.7e-12	Glutamine synthetase, beta-Grasp domain	Gln-synt_N	PF03951.25	Glutamine synthetase, beta-Grasp domain	MSTRG.6367.1.p1;MSTRG.6367.2.p1;MSTRG.6367.3.p1;MSTRG.6367.4.p1
MSTRG.6369	1	Gln-synt_C	PF00120.30	2.4e-12	Glutamine synthetase, catalytic domain	Gln-synt_C	PF00120.30	Glutamine synthetase, catalytic domain	MSTRG.6369.1.p1
MSTRG.637	1	UQ_con	PF00179.32	4.7e-44	Ubiquitin-conjugating enzyme	UQ_con	PF00179.32	Ubiquitin-conjugating enzyme	MSTRG.637.1.p1
MSTRG.6373	6	Pkinase	PF00069.32	2.2e-46	Protein kinase domain	Pkinase;PK_Tyr_Ser-Thr;Kinase-like	PF00069.32;PF07714.24;PF14531.13	Protein kinase domain;Protein tyrosine and serine/threonine kinase;Kinase-like	MSTRG.6373.1.p1;MSTRG.6373.2.p1
MSTRG.6374	2	FYRN	PF05964.20	5.1e-21	F/Y-rich N-terminus	FYRN;FYRC	PF05964.20;PF05965.20	F/Y-rich N-terminus;F/Y rich C-terminus	MSTRG.6374.1.p1
MSTRG.6375	2	ADI	PF02274.23	1.2e-07	Arginine deiminase	ADI	PF02274.23	Arginine deiminase	MSTRG.6375.2.p1;MSTRG.6375.1.p1
MSTRG.6376	56	Beta-prop_WDR5	PF25175.2	2.5e-32	WDR5 beta-propeller domain	Beta-prop_WDR5;Beta-prop_WDR3_1st;Beta-prop_THOC3;Beta-prop_IFT122_1st;WD40_Prp19;EIF3I;Beta-prop_WDR3_2nd;Beta-prop_EML_2;WD40;WD40_CDC20-Fz;Beta-prop_CAF1B_HIR1;Beta-prop_TEP1_2nd;WDR55;WD40_MABP1-WDR62_2nd;WD40_WDHD1_1st;WD40_MABP1-WDR62_1st;Beta-prop_Aladin	PF25175.2;PF25173.2;PF25174.2;PF23381.2;PF24814.2;PF24805.2;PF25172.2;PF23414.2;PF00400.39;PF24807.2;PF24105.2;PF25047.1;PF24796.2;PF24782.3;PF24817.2;PF24780.2;PF25460.2	WDR5 beta-propeller domain;WDR3 first beta-propeller domain;THOC3 beta-propeller domain;IFT122 first beta-propeller;Prp19 WD40 domain;EIF3I;WDR3 second beta-propeller domain;Echinoderm microtubule-associated protein second beta-propeller;WD domain, G-beta repeat;CDC20/Fizzy WD40 domain;CAF1B/HIR1 beta-propeller domain;TEP-1 second beta-propeller;WDR55;MABP1/WDR62 second WD40 domain;WDHD1 first WD40 domain;MABP1/WDR62 first WD40 domain;Aladin seven-bladed propeller	MSTRG.6376.1.p1;MSTRG.6376.2.p1;MSTRG.6376.3.p1
MSTRG.6377	49	Beta-prop_WDR5	PF25175.2	9.3e-117	WDR5 beta-propeller domain	Beta-prop_WDR5;WD40_Prp19;Beta-prop_WDR3_1st;Beta-prop_IFT122_1st;Beta-prop_THOC3;WD40_Gbeta;Beta-prop_EML_2;WD40_CDC20-Fz;Beta-prop_WDR3_2nd;Beta-prop_TEP1_2nd;Beta-prop_CAF1B_HIR1;EIF3I;Beta-prop_WDR36-Utp21_1st;WD40;Beta-prop_Aladin;Beta-prop_SCAP;Beta-prop_ACSF4;WDR55;WD40_WDHD1_1st;WD40_MABP1-WDR62_2nd;Beta-prop_WDR36-Utp21_2nd;Beta-prop_NOL10_N;eIF2A;Beta-prop_EML;Beta-prop_DCAF4;WDR90_beta-prop_4th;Beta-prop_WDR41;WD40_MABP1-WDR62_1st;Beta-prop_EIPR1	PF25175.2;PF24814.2;PF25173.2;PF23381.2;PF25174.2;PF25391.2;PF23414.2;PF24807.2;PF25172.2;PF25047.1;PF24105.2;PF24805.2;PF25171.2;PF00400.39;PF25460.2;PF24017.3;PF13570.14;PF24796.2;PF24817.2;PF24782.3;PF25168.2;PF23098.2;PF08662.18;PF23409.2;PF23761.2;PF23342.2;PF25178.1;PF24780.2;PF23609.2	WDR5 beta-propeller domain;Prp19 WD40 domain;WDR3 first beta-propeller domain;IFT122 first beta-propeller;THOC3 beta-propeller domain;G protein beta WD-40 repeat protein;Echinoderm microtubule-associated protein second beta-propeller;CDC20/Fizzy WD40 domain;WDR3 second beta-propeller domain;TEP-1 second beta-propeller;CAF1B/HIR1 beta-propeller domain;EIF3I;WDR36/Utp21 first beta-propeller;WD domain, G-beta repeat;Aladin seven-bladed propeller;SCAP Beta-propeller;Beta-alanine-activating enzyme, beta-propeller;WDR55;WDHD1 first WD40 domain;MABP1/WDR62 second WD40 domain;WDR36/Utp21 second beta-propeller domain;Nucleolar protein 10-like, N-terminal domain;Eukaryotic translation initiation factor eIF2A;Echinoderm microtubule-associated protein first beta-propeller;DDB1- and CUL4-associated factor 4 beta-propeller domain;WDR90, 4th beta-propeller;WDR41;MABP1/WDR62 first WD40 domain;EIPR1 beta-propeller	MSTRG.6377.1.p1
MSTRG.6378	12	BET	PF17035.11	7.4e-27	Bromodomain extra-terminal - transcription regulation	BET;Bromodomain;BRD4_CDT	PF17035.11;PF00439.31;PF17105.11	Bromodomain extra-terminal - transcription regulation;Bromodomain;C-terminal domain of bromodomain protein 4	MSTRG.6378.2.p1;MSTRG.6378.3.p1;MSTRG.6378.1.p1
MSTRG.6381	2	MPP6	PF10175.16	1.9e-36	M-phase phosphoprotein 6	MPP6	PF10175.16	M-phase phosphoprotein 6	MSTRG.6381.1.p1;MSTRG.6381.2.p1
MSTRG.6382	4	TUDOR	PF00567.31	2e-17	Tudor domain	TUDOR;DEAD	PF00567.31;PF00270.36	Tudor domain;DEAD/DEAH box helicase	MSTRG.6382.1.p1;MSTRG.6382.2.p1
MSTRG.6383	2	TUDOR	PF00567.31	8.8e-19	Tudor domain	TUDOR	PF00567.31	Tudor domain	MSTRG.6383.1.p1
MSTRG.6385	14	zf-H2C2_2	PF13465.13	1.7e-08	Zinc-finger double domain	zf-H2C2_2;zf-C2H2_16	PF13465.13;PF23611.2	Zinc-finger double domain;C2H2 zinc finger	MSTRG.6385.1.p1;MSTRG.6385.2.p1
MSTRG.6392	5	Ank_2	PF12796.14	7.1e-11	Ankyrin repeats (3 copies)	Ank_2;SOCS_box;Ank	PF12796.14;PF07525.22;PF00023.37	Ankyrin repeats (3 copies);SOCS box;Ankyrin repeat	MSTRG.6392.1.p1
MSTRG.6394	1	Ras	PF00071.29	2.2e-23	Ras family	Ras	PF00071.29	Ras family	MSTRG.6394.1.p1
MSTRG.6396	1	IFT43	PF15305.12	1e-39	Intraflagellar transport protein 43	IFT43	PF15305.12	Intraflagellar transport protein 43	MSTRG.6396.1.p1
MSTRG.6398	6	Peptidase_M8	PF01457.23	5.8e-34	Leishmanolysin	Peptidase_M8	PF01457.23	Leishmanolysin	MSTRG.6398.2.p1;MSTRG.6398.3.p1;MSTRG.6398.1.p1;MSTRG.6398.1.p2
MSTRG.6399	3	ABC_membrane_2	PF06472.21	2.5e-30	ABC transporter transmembrane region 2	ABC_membrane_2;ABC_tran	PF06472.21;PF00005.34	ABC transporter transmembrane region 2;ABC transporter	MSTRG.6399.1.p1;MSTRG.6399.2.p1
MSTRG.6400	4	Ank_2	PF12796.14	6.7e-12	Ankyrin repeats (3 copies)	Ank_2;Ank_4;Ank_KRIT1	PF12796.14;PF13637.13;PF24521.3	Ankyrin repeats (3 copies);Ankyrin repeats (many copies);KRIT1 ankyrin-repeats domain	MSTRG.6400.1.p1
MSTRG.6401	2	SKIP_SNW	PF02731.21	1.6e-69	SKIP/SNW domain	SKIP_SNW	PF02731.21	SKIP/SNW domain	MSTRG.6401.2.p1;MSTRG.6401.1.p1
MSTRG.6402	2	Menin	PF05053.20	1.8e-190	Menin	Menin	PF05053.20	Menin	MSTRG.6402.1.p1
MSTRG.6404	1	p450	PF00067.28	4.5e-69	Cytochrome P450	p450	PF00067.28	Cytochrome P450	MSTRG.6404.1.p1
MSTRG.6405	7	RhoGAP	PF00620.33	5.3e-48	RhoGAP domain	RhoGAP;PH;PH_9;SH3_1	PF00620.33;PF00169.36;PF15410.13;PF00018.35	RhoGAP domain;PH domain;Pleckstrin homology domain;SH3 domain	MSTRG.6405.2.p1;MSTRG.6405.1.p1
MSTRG.6406	34	Beta-prop_WDR5	PF25175.2	9.1e-27	WDR5 beta-propeller domain	Beta-prop_WDR5;NLE;WD40_CDC20-Fz;Beta-prop_IFT122_1st;Beta-prop_THOC3;Beta-prop_WDR3_1st;WD40_Prp19;Beta-prop_EML_2;Beta-prop_CAF1B_HIR1;WD40_Gbeta;WD40_WDHD1_1st;Beta-prop_EIPR1;Beta-prop_WDR90_POC16_2nd;WD40;WDR55;Beta-prop_WDR3_2nd;Beta-prop_WDR36-Utp21_2nd;Beta-prop_WDR36-Utp21_1st;EIF3I;Beta-prop_TEP1_2nd	PF25175.2;PF08154.19;PF24807.2;PF23381.2;PF25174.2;PF25173.2;PF24814.2;PF23414.2;PF24105.2;PF25391.2;PF24817.2;PF23609.2;PF23393.3;PF00400.39;PF24796.2;PF25172.2;PF25168.2;PF25171.2;PF24805.2;PF25047.1	WDR5 beta-propeller domain;NLE (NUC135) domain;CDC20/Fizzy WD40 domain;IFT122 first beta-propeller;THOC3 beta-propeller domain;WDR3 first beta-propeller domain;Prp19 WD40 domain;Echinoderm microtubule-associated protein second beta-propeller;CAF1B/HIR1 beta-propeller domain;G protein beta WD-40 repeat protein;WDHD1 first WD40 domain;EIPR1 beta-propeller;WDR90/POC16, second beta-propeller;WD domain, G-beta repeat;WDR55;WDR3 second beta-propeller domain;WDR36/Utp21 second beta-propeller domain;WDR36/Utp21 first beta-propeller;EIF3I;TEP-1 second beta-propeller	MSTRG.6406.1.p1
MSTRG.6407	1	PEHE	PF15275.12	1.2e-21	PEHE domain	PEHE	PF15275.12	PEHE domain	MSTRG.6407.1.p1
MSTRG.6408	1	Gly_transf_sug	PF04488.22	8.1e-18	Glycosyltransferase sugar-binding region containing DXD motif	Gly_transf_sug	PF04488.22	Glycosyltransferase sugar-binding region containing DXD motif	MSTRG.6408.1.p1
MSTRG.6409	9	RasGAP	PF00616.25	1.1e-23	GTPase-activator protein for Ras-like GTPase	RasGAP;SH2;PH;SH3_1;SH3_9;SH3_2;C2	PF00616.25;PF00017.31;PF00169.36;PF00018.35;PF14604.13;PF07653.24;PF00168.37	GTPase-activator protein for Ras-like GTPase;SH2 domain;PH domain;SH3 domain;Variant SH3 domain;C2 domain	MSTRG.6409.1.p1
MSTRG.6411	2	Cation_efflux	PF01545.27	1.1e-34	Cation efflux transmembrane domain	Cation_efflux	PF01545.27	Cation efflux transmembrane domain	MSTRG.6411.1.p1;MSTRG.6411.2.p2
MSTRG.6412	2	La	PF05383.24	9.4e-20	La domain	La;SUZ-C	PF05383.24;PF12901.13	La domain;SUZ-C motif	MSTRG.6412.1.p1
MSTRG.6413	2	Dynactin_p22	PF07426.17	5.1e-46	Dynactin subunit p22	Dynactin_p22	PF07426.17	Dynactin subunit p22	MSTRG.6413.2.p1;MSTRG.6413.1.p1
MSTRG.6414	1	Carn_acyltransf	PF00755.26	4e-131	Choline/Carnitine o-acyltransferase	Carn_acyltransf	PF00755.26	Choline/Carnitine o-acyltransferase	MSTRG.6414.1.p1
MSTRG.6418	1	Glyco_hydro_20	PF00728.29	3.8e-10	Glycosyl hydrolase family 20, catalytic domain	Glyco_hydro_20	PF00728.29	Glycosyl hydrolase family 20, catalytic domain	MSTRG.6418.1.p1
MSTRG.6419	96	WW_TCERG1	PF23517.2	7.8e-31	TCERG1 WW domain	WW_TCERG1;FF;WW	PF23517.2;PF01846.26;PF00397.33	TCERG1 WW domain;FF domain;WW domain	MSTRG.6419.2.p1;MSTRG.6419.6.p1;MSTRG.6419.12.p1;MSTRG.6419.9.p1;MSTRG.6419.10.p1;MSTRG.6419.11.p1;MSTRG.6419.7.p1;MSTRG.6419.8.p1;MSTRG.6419.1.p1;MSTRG.6419.3.p1;MSTRG.6419.4.p1;MSTRG.6419.5.p1;MSTRG.6419.2.p2;MSTRG.6419.6.p2;MSTRG.6419.10.p2;MSTRG.6419.11.p2;MSTRG.6419.12.p2;MSTRG.6419.7.p2;MSTRG.6419.8.p2;MSTRG.6419.9.p2
MSTRG.6422	1	Ribosomal_L36e	PF01158.24	1.2e-40	Ribosomal protein L36e	Ribosomal_L36e	PF01158.24	Ribosomal protein L36e	MSTRG.6422.1.p1
MSTRG.6423	2	C2	PF00168.37	3e-23	C2 domain	C2;PRT_C	PF00168.37;PF08372.17	C2 domain;Plant phosphoribosyltransferase C-terminal	MSTRG.6423.1.p1
MSTRG.6424	1	TRAP_alpha	PF03896.22	1.5e-33	Translocon-associated protein (TRAP), alpha subunit	TRAP_alpha	PF03896.22	Translocon-associated protein (TRAP), alpha subunit	MSTRG.6424.1.p1
MSTRG.6425	4	Sedlin_N	PF04628.20	1.6e-30	Sedlin, N-terminal conserved region	Sedlin_N;Sybindin	PF04628.20;PF04099.19	Sedlin, N-terminal conserved region;Sybindin-like family	MSTRG.6425.1.p1;MSTRG.6425.2.p1
MSTRG.6427	18	RBM39linker	PF15519.12	5.7e-24	linker between RRM2 and RRM3 domains in RBM39 protein	RBM39linker;RRM_1	PF15519.12;PF00076.29	linker between RRM2 and RRM3 domains in RBM39 protein;RNA recognition motif	MSTRG.6427.2.p1;MSTRG.6427.3.p1;MSTRG.6427.4.p1;MSTRG.6427.5.p1;MSTRG.6427.6.p1;MSTRG.6427.1.p1
MSTRG.6428	1	UCH	PF00443.36	1.7e-38	Ubiquitin carboxyl-terminal hydrolase	UCH	PF00443.36	Ubiquitin carboxyl-terminal hydrolase	MSTRG.6428.1.p1
MSTRG.6430	2	MRPL52	PF18699.7	2.1e-18	Mitoribosomal protein mL52	MRPL52	PF18699.7	Mitoribosomal protein mL52	MSTRG.6430.1.p1;MSTRG.6430.2.p1
MSTRG.6431	1	Na_H_Exchanger	PF00999.27	2e-60	Sodium/hydrogen exchanger, transmembrane	Na_H_Exchanger	PF00999.27	Sodium/hydrogen exchanger, transmembrane	MSTRG.6431.1.p1
MSTRG.6436	3	Abhydrolase_3	PF07859.20	2.4e-26	alpha/beta hydrolase fold	Abhydrolase_3;BD-FAE	PF07859.20;PF20434.6	alpha/beta hydrolase fold;BD-FAE	MSTRG.6436.1.p1
MSTRG.6438	1	DUF7869	PF25273.1	1.8e-11	Domain of unknown function (DUF7869)	DUF7869	PF25273.1	Domain of unknown function (DUF7869)	MSTRG.6438.1.p1
MSTRG.6442	1	TIR_2	PF13676.12	1.6e-07	TIR domain	TIR_2	PF13676.12	TIR domain	MSTRG.6442.1.p1
MSTRG.6447	1	7tm_1	PF00001.27	5.7e-15	7 transmembrane receptor (rhodopsin family)	7tm_1	PF00001.27	7 transmembrane receptor (rhodopsin family)	MSTRG.6447.1.p1
MSTRG.6450	3	SIX1_SD	PF16878.11	3.8e-50	Transcriptional regulator, SIX1, N-terminal SD domain	SIX1_SD;Homeobox_KN;Homeodomain	PF16878.11;PF05920.18;PF00046.36	Transcriptional regulator, SIX1, N-terminal SD domain;Homeobox KN domain;Homeodomain	MSTRG.6450.1.p1
MSTRG.6455	2	RT_RNaseH	PF17917.8	3.3e-27	RNase H-like domain found in reverse transcriptase	RT_RNaseH;RT_RNaseH_2	PF17917.8;PF17919.8	RNase H-like domain found in reverse transcriptase	MSTRG.6455.1.p1
MSTRG.646	1	Sulfatase	PF00884.29	3.7e-06	Sulfatase	Sulfatase	PF00884.29	Sulfatase	MSTRG.646.1.p1
MSTRG.6462	3	Ras	PF00071.29	2.1e-36	Ras family	Ras;Roc;SOCS_box	PF00071.29;PF08477.20;PF07525.22	Ras family;Ras of Complex, Roc, domain of DAPkinase;SOCS box	MSTRG.6462.1.p1
MSTRG.6463	1	Pribosyltran_N	PF13793.13	1.7e-38	N-terminal domain of ribose phosphate pyrophosphokinase	Pribosyltran_N	PF13793.13	N-terminal domain of ribose phosphate pyrophosphokinase	MSTRG.6463.1.p1
MSTRG.6464	3	PALB2_WD40	PF16756.12	9.7e-06	Partner and localizer of BRCA2 WD40 domain	PALB2_WD40	PF16756.12	Partner and localizer of BRCA2 WD40 domain	MSTRG.6464.1.p1;MSTRG.6464.2.p1;MSTRG.6464.3.p1
MSTRG.6465	2	Pribosyl_synth	PF14572.13	2.8e-94	Phosphoribosyl synthetase-associated domain	Pribosyl_synth;Pribosyltran	PF14572.13;PF00156.34	Phosphoribosyl synthetase-associated domain;Phosphoribosyl transferase domain	MSTRG.6465.1.p1
MSTRG.6466	4	OB_NTP_bind	PF07717.23	1.8e-22	Oligonucleotide/oligosaccharide-binding (OB)-fold	OB_NTP_bind;Helicase_C;HA2_C;WHD_HA2	PF07717.23;PF00271.38;PF21010.3;PF04408.30	Oligonucleotide/oligosaccharide-binding (OB)-fold;Helicase conserved C-terminal domain;Helicase associated domain (HA2), ratchet-like;Helicase associated domain (HA2), winged-helix	MSTRG.6466.1.p1
MSTRG.6467	1	Ribonuc_P_40	PF08584.17	1.5e-55	Ribonuclease P 40kDa (Rpp40) subunit	Ribonuc_P_40	PF08584.17	Ribonuclease P 40kDa (Rpp40) subunit	MSTRG.6467.1.p1
MSTRG.6468	2	RNA_pol_A_bac	PF01000.32	2.4e-25	RNA polymerase Rpb3/RpoA insert domain	RNA_pol_A_bac;RNA_pol_L	PF01000.32;PF01193.30	RNA polymerase Rpb3/RpoA insert domain;RNA polymerase Rpb3/Rpb11 dimerisation domain	MSTRG.6468.1.p1
MSTRG.6469	6	CREPT	PF16566.11	1.5e-59	Cell-cycle alteration and expression-elevated protein in tumour	CREPT;CID	PF16566.11;PF04818.20	Cell-cycle alteration and expression-elevated protein in tumour;CID domain	MSTRG.6469.3.p1;MSTRG.6469.2.p1;MSTRG.6469.1.p1;MSTRG.6469.4.p1
MSTRG.647	2	Sulfatase	PF00884.29	1e-17	Sulfatase	Sulfatase	PF00884.29	Sulfatase	MSTRG.647.2.p1;MSTRG.647.3.p1
MSTRG.6470	1	UPF0489	PF12640.13	1.3e-43	UPF0489 domain	UPF0489	PF12640.13	UPF0489 domain	MSTRG.6470.1.p1
MSTRG.6472	4	INT10	PF21045.4	8.2e-61	Integrator subunit 10	INT10	PF21045.4	Integrator subunit 10	MSTRG.6472.1.p1;MSTRG.6472.2.p1
MSTRG.6474	2	AA_permease_2	PF13520.13	3e-61	Amino acid permease	AA_permease_2;AA_permease	PF13520.13;PF00324.28	Amino acid permease	MSTRG.6474.1.p1
MSTRG.6476	1	Laminin_G_3	PF13385.14	2.9e-08	Concanavalin A-like lectin/glucanases superfamily	Laminin_G_3	PF13385.14	Concanavalin A-like lectin/glucanases superfamily	MSTRG.6476.1.p1
MSTRG.6478	3	FH2	PF02181.29	2.2e-110	Formin Homology 2 Domain	FH2;Drf_FH3;Drf_GBD	PF02181.29;PF06367.23;PF06371.20	Formin Homology 2 Domain;Diaphanous FH3 Domain;Diaphanous GTPase-binding Domain	MSTRG.6478.1.p1
MSTRG.6480	10	Beta-prop_FBX42	PF13415.13	6.2e-59	FBX42, beta-propeller domain	Beta-prop_FBX42;Kelch_KLHDC2_KLHL20_DRC7;Beta-prop_ATRN-LZTR1;Kelch_HCF;Beta-prop_TYW4;Kelch_1	PF13415.13;PF24681.2;PF24981.2;PF13854.13;PF13418.13;PF01344.32	FBX42, beta-propeller domain;KLHDC2/KLHL20/DRC7 Kelch-repeats domain;Attractin/LZTR1 beta-propeller;Host cell factor, Kelch-repeats domain;tRNA wybutosine-synthesizing protein 4, beta-propeller;Kelch motif	MSTRG.6480.1.p1
MSTRG.6481	4	SDE2	PF22782.2	4.8e-31	Splicing regulator SDE2, SDE2 domain	SDE2;SDE2_2C	PF22782.2;PF13297.12	Splicing regulator SDE2, SDE2 domain;Replication stress response SDE2 C-terminal	MSTRG.6481.1.p1;MSTRG.6481.2.p1
MSTRG.6484	3	Ribonuclease_T2	PF00445.24	4.2e-49	Ribonuclease T2 family	Ribonuclease_T2	PF00445.24	Ribonuclease T2 family	MSTRG.6484.1.p1;MSTRG.6484.2.p1;MSTRG.6484.3.p1
MSTRG.6497	1	7tm_1	PF00001.27	9.9e-54	7 transmembrane receptor (rhodopsin family)	7tm_1	PF00001.27	7 transmembrane receptor (rhodopsin family)	MSTRG.6497.1.p1
MSTRG.6503	4	JAMP	PF05571.18	7.9e-112	JNK1/MAPK8-associated membrane protein	JAMP	PF05571.18	JNK1/MAPK8-associated membrane protein	MSTRG.6503.1.p1;MSTRG.6503.2.p1;MSTRG.6503.3.p2;MSTRG.6503.2.p2
MSTRG.6504	6	EF-hand_7	PF13499.13	3.2e-16	EF-hand domain pair	EF-hand_7;EF-hand_1;EF-hand_6	PF13499.13;PF00036.39;PF13405.13	EF-hand domain pair;EF hand domain;EF-hand domain	MSTRG.6504.1.p1
MSTRG.6505	7	EF1G	PF00647.25	1.9e-40	Elongation factor 1 gamma, conserved domain	EF1G;GST_C;GST_N;GST_C_2;GST_N_3;GST_C_3;GST_N_2	PF00647.25;PF00043.31;PF02798.27;PF13410.12;PF13417.13;PF14497.12;PF13409.13	Elongation factor 1 gamma, conserved domain;Glutathione S-transferase, C-terminal domain;Glutathione S-transferase, N-terminal domain	MSTRG.6505.1.p1
MSTRG.6507	4	Pkinase	PF00069.32	7.2e-72	Protein kinase domain	Pkinase;PK_Tyr_Ser-Thr;PH;Kinase-like	PF00069.32;PF07714.24;PF00169.36;PF14531.13	Protein kinase domain;Protein tyrosine and serine/threonine kinase;PH domain;Kinase-like	MSTRG.6507.1.p1
MSTRG.6508	2	C1_1	PF00130.29	8.2e-15	Phorbol esters/diacylglycerol binding domain (C1 domain)	C1_1	PF00130.29	Phorbol esters/diacylglycerol binding domain (C1 domain)	MSTRG.6508.1.p1
MSTRG.6509	1	MIEAP	PF16026.11	2e-50	Mitochondria-eating protein	MIEAP	PF16026.11	Mitochondria-eating protein	MSTRG.6509.1.p1
MSTRG.6510	1	Beta-lactamase	PF00144.30	4.9e-39	Beta-lactamase	Beta-lactamase	PF00144.30	Beta-lactamase	MSTRG.6510.1.p1
MSTRG.6513	2	KANSL3_1st	PF23154.2	2.3e-08	KANSL3, helical domain	KANSL3_1st	PF23154.2	KANSL3, helical domain	MSTRG.6513.1.p1;MSTRG.6513.2.p1
MSTRG.6514	1	Peptidase_M17	PF00883.27	1.1e-57	Cytosol aminopeptidase family, catalytic domain	Peptidase_M17	PF00883.27	Cytosol aminopeptidase family, catalytic domain	MSTRG.6514.1.p1
MSTRG.6515	1	Ferritin	PF00210.31	8e-44	Ferritin-like domain	Ferritin	PF00210.31	Ferritin-like domain	MSTRG.6515.1.p1
MSTRG.6519	11	PIGO_PIGG	PF19316.5	3.7e-21	GPI ethanolamine phosphate transferase membrane region	PIGO_PIGG;Sulfatase;Phosphodiest	PF19316.5;PF00884.29;PF01663.28	GPI ethanolamine phosphate transferase membrane region;Sulfatase;Type I phosphodiesterase / nucleotide pyrophosphatase	MSTRG.6519.2.p2;MSTRG.6519.3.p2;MSTRG.6519.1.p1;MSTRG.6519.2.p1;MSTRG.6519.3.p1
MSTRG.6520	2	SH2	PF00017.31	8.6e-17	SH2 domain	SH2	PF00017.31	SH2 domain	MSTRG.6520.1.p1
MSTRG.6521	2	fn3	PF00041.28	8.7e-07	Fibronectin type III domain	fn3	PF00041.28	Fibronectin type III domain	MSTRG.6521.1.p1
MSTRG.6524	2	ARM_ARMC5	PF24768.2	3.3e-09	ARMC5	ARM_ARMC5;ARM_PUB	PF24768.2;PF25598.2	ARMC5;Plant U-box protein ARM repeat region	MSTRG.6524.1.p1
MSTRG.6527	6	bZIP_1	PF00170.27	1.3e-15	bZIP transcription factor	bZIP_1;bZIP_Maf;bZIP_2	PF00170.27;PF03131.23;PF07716.21	bZIP transcription factor;bZIP Maf transcription factor;Basic region leucine zipper	MSTRG.6527.1.p1;MSTRG.6527.2.p1
MSTRG.6537	6	AIP3	PF03915.19	1.6e-40	Actin interacting protein 3	AIP3	PF03915.19	Actin interacting protein 3	MSTRG.6537.3.p1;MSTRG.6537.4.p1;MSTRG.6537.2.p1;MSTRG.6537.1.p1
MSTRG.6538	9	CBS	PF00571.34	1.9e-09	CBS domain	CBS	PF00571.34	CBS domain	MSTRG.6538.2.p1;MSTRG.6538.3.p1;MSTRG.6538.1.p1
MSTRG.654	1	MFS_1	PF07690.22	3.4e-11	Major Facilitator Superfamily	MFS_1	PF07690.22	Major Facilitator Superfamily	MSTRG.654.1.p1
MSTRG.6544	14	BING4CT	PF08149.17	2.4e-33	BING4CT (NUC141) domain	BING4CT;WD40_Prp19;Beta-prop_THOC3;Beta-prop_IFT122_1st;WD40_CDC20-Fz;Beta-prop_WDR3_1st;EIF3I	PF08149.17;PF24814.2;PF25174.2;PF23381.2;PF24807.2;PF25173.2;PF24805.2	BING4CT (NUC141) domain;Prp19 WD40 domain;THOC3 beta-propeller domain;IFT122 first beta-propeller;CDC20/Fizzy WD40 domain;WDR3 first beta-propeller domain;EIF3I	MSTRG.6544.2.p1;MSTRG.6544.1.p1
MSTRG.6549	1	MAPEG	PF01124.24	1.8e-22	MAPEG family	MAPEG	PF01124.24	MAPEG family	MSTRG.6549.1.p2
MSTRG.6551	2	MAPEG	PF01124.24	4.5e-25	MAPEG family	MAPEG	PF01124.24	MAPEG family	MSTRG.6551.1.p1;MSTRG.6551.2.p1
